img_id,rx1,ry1,rx2,ry2,scale,x_6,y_6,vis_6,x_7,y_7,vis_7,x_8,y_8,vis_8,x_9,y_9,vis_9,x_0,y_0,vis_0,x_1,y_1,vis_1,x_2,y_2,vis_2,x_3,y_3,vis_3,x_4,y_4,vis_4,x_5,y_5,vis_5,x_10,y_10,vis_10,x_11,y_11,vis_11,x_12,y_12,vis_12,x_13,y_13,vis_13,x_14,y_14,vis_14,x_15,y_15,vis_15,cat_name,act_id
4300,976,93,1088,240,4.435327270901213,1088.0,549.0,1.0,1064.0,249.0,1.0,1058.7323,235.4193,0.0,1005.2677,97.5807,0.0,1026.0,987.0,1.0,1023.0,724.0,1.0,1026.0,543.0,1.0,1149.0,554.0,1.0,1160.0,776.0,1.0,1121.0,1028.0,1.0,796.0,464.0,1.0,856.0,401.0,1.0,963.0,269.0,1.0,1165.0,228.0,1.0,1297.0,261.0,1.0,1417.0,319.0,1.0,sports,65
6477,332,93,359,131,1.1187707539974399,342.0,210.0,1.0,346.0,146.0,1.0,345.7742,130.6442,0.0,345.2258,93.3558,0.0,339.0,288.0,1.0,344.0,251.0,1.0,330.0,207.0,1.0,354.0,212.0,1.0,367.0,245.0,1.0,350.0,234.0,1.0,331.0,191.0,1.0,314.0,183.0,1.0,323.0,149.0,1.0,368.0,143.0,1.0,376.0,172.0,1.0,372.0,194.0,1.0,running,914
2312,914,18,968,92,2.1985886381949666,866.0,261.0,1.0,909.0,114.0,1.0,923.5299,87.2105,0.0,958.4701,22.7895,0.0,838.0,489.0,1.0,835.0,361.0,1.0,835.0,258.0,1.0,897.0,263.0,1.0,889.0,367.0,1.0,882.0,485.0,1.0,867.0,237.0,1.0,833.0,178.0,1.0,870.0,83.0,1.0,947.0,144.0,1.0,919.0,237.0,1.0,922.0,301.0,1.0,sports,152
5446,605,153,656,221,2.04,612.0,385.0,1.0,624.0,278.0,0.0,628.0776,220.9136,0.0,632.9224,153.0864,0.0,540.0,598.0,1.0,539.0,492.0,1.0,589.0,384.0,1.0,635.0,385.0,1.0,669.0,504.0,1.0,689.0,603.0,1.0,644.0,214.0,1.0,613.0,239.0,1.0,578.0,266.0,0.0,669.0,289.0,1.0,616.0,277.0,1.0,578.0,253.0,1.0,sports,556
8578,239,99,281,152,1.6229750460188843,261.0,263.0,1.0,268.0,166.0,1.0,265.2418,152.0368,0.0,254.7582,98.9632,0.0,191.0,407.0,1.0,220.0,337.0,1.0,238.0,263.0,1.0,284.0,263.0,1.0,301.0,341.0,1.0,329.0,402.0,1.0,229.0,220.0,1.0,221.0,200.0,1.0,229.0,167.0,1.0,306.0,165.0,1.0,298.0,220.0,1.0,250.0,234.0,1.0,sports,522
8381,594,62,685,189,3.7496879870197195,609.0,272.0,1.0,620.0,163.0,1.0,610.6679,180.9464,0.0,668.3321,70.0536,0.0,594.0,495.0,1.0,551.0,384.0,1.0,580.0,272.0,1.0,638.0,272.0,1.0,677.0,371.0,1.0,669.0,487.0,1.0,495.0,266.0,1.0,499.0,231.0,1.0,555.0,152.0,1.0,685.0,173.0,1.0,712.0,276.0,1.0,675.0,284.0,1.0,sports,493
4570,288,121,319,156,1.122112293845852,347.0,193.0,1.0,319.0,153.0,0.0,317.1574,151.2763,0.0,289.8426,125.7237,0.0,376.0,312.0,1.0,359.0,245.0,1.0,360.0,192.0,1.0,334.0,194.0,1.0,308.0,237.0,1.0,331.0,279.0,1.0,349.0,187.0,0.0,371.0,164.0,1.0,339.0,154.0,0.0,298.0,152.0,1.0,314.0,161.0,1.0,321.0,189.0,1.0,running,335
4543,648,440,694,508,1.970340072170284,699.0,671.0,1.0,676.0,525.0,1.0,674.2041,506.6823,0.0,667.7959,441.3177,0.0,696.0,930.0,1.0,736.0,818.0,1.0,725.0,663.0,1.0,672.0,679.0,1.0,701.0,800.0,1.0,712.0,906.0,0.0,780.0,537.0,1.0,769.0,555.0,1.0,723.0,515.0,1.0,628.0,535.0,1.0,586.0,564.0,1.0,608.0,559.0,0.0,sports,334
1296,1191,98,1361,270,5.804031702187713,1272.0,516.0,1.0,1259.0,301.0,1.0,1262.0907,279.7286,0.0,1289.9093,88.2714,0.0,1353.0,702.0,1.0,1344.0,628.0,1.0,1332.0,516.0,1.0,1211.0,516.0,1.0,1226.0,649.0,1.0,1232.0,776.0,1.0,1496.0,463.0,1.0,1409.0,401.0,1.0,1335.0,293.0,1.0,1183.0,308.0,1.0,1121.0,395.0,1.0,1059.0,460.0,1.0,walking,142
6096,415,0,530,119,3.9716918309455984,609.0,258.0,0.0,529.0,117.0,0.0,518.8945,106.7156,0.0,426.1055,12.2844,0.0,,,,398.0,450.0,1.0,576.0,260.0,0.0,641.0,256.0,1.0,520.0,409.0,1.0,,,,352.0,293.0,1.0,427.0,220.0,1.0,502.0,107.0,0.0,555.0,127.0,1.0,566.0,278.0,1.0,420.0,386.0,1.0,bicycling,238
1305,331,69,404,162,2.837486211420242,332.0,256.0,1.0,355.0,157.0,1.0,353.8609,160.7819,0.0,381.1391,70.2181,0.0,297.0,293.0,1.0,298.0,280.0,1.0,309.0,254.0,1.0,355.0,258.0,1.0,350.0,299.0,1.0,346.0,324.0,1.0,274.0,220.0,1.0,271.0,173.0,1.0,314.0,145.0,1.0,395.0,169.0,1.0,383.0,221.0,1.0,383.0,265.0,1.0,walking,142
2093,876,286,935,382,2.7043431734896366,1052.0,452.0,0.0,953.0,360.0,1.0,945.037,355.6413,0.0,865.963,312.3587,0.0,1059.0,703.0,0.0,1037.0,599.0,1.0,1028.0,471.0,0.0,1075.0,433.0,1.0,1073.0,552.0,1.0,1068.0,693.0,1.0,881.0,533.0,1.0,910.0,464.0,1.0,929.0,379.0,1.0,976.0,341.0,1.0,1028.0,431.0,1.0,1007.0,507.0,1.0,bicycling,454
6402,858,100,1033,379,7.904202426557661,1149.0,617.0,1.0,983.0,357.0,1.0,985.5533,365.0002,0.0,905.4467,113.9998,0.0,,,,1071.0,1003.0,1.0,1049.0,680.0,1.0,1248.0,553.0,1.0,1245.0,761.0,1.0,1387.0,1059.0,1.0,944.0,733.0,1.0,869.0,637.0,1.0,842.0,414.0,1.0,1124.0,299.0,1.0,1322.0,538.0,1.0,1335.0,718.0,1.0,bicycling,840
1077,226,227,324,333,3.464655827062769,314.0,517.0,1.0,288.0,356.0,1.0,284.7359,336.9176,0.0,265.2641,223.0824,0.0,,,,210.0,661.0,1.0,277.0,517.0,1.0,351.0,517.0,1.0,372.0,676.0,1.0,448.0,678.0,1.0,139.0,459.0,1.0,190.0,417.0,1.0,236.0,361.0,1.0,339.0,351.0,1.0,298.0,407.0,1.0,254.0,463.0,1.0,sports,110
10399,156,116,239,219,3.174720145146656,212.0,425.0,1.0,199.0,223.0,1.0,198.9295,220.3927,0.0,196.0705,114.6073,0.0,248.0,626.0,1.0,288.0,564.0,1.0,248.0,421.0,1.0,176.0,428.0,1.0,235.0,545.0,1.0,150.0,554.0,1.0,392.0,203.0,1.0,312.0,201.0,1.0,250.0,203.0,1.0,147.0,243.0,1.0,145.0,375.0,1.0,195.0,354.0,0.0,sports,736
8573,250,101,288,147,1.4319776534569244,263.0,256.0,0.0,264.0,155.0,0.0,261.0,101.0,0.0,276.0,146.0,0.0,203.0,387.0,0.0,223.0,330.0,0.0,243.0,258.0,0.0,281.0,256.0,0.0,305.0,330.0,0.0,331.0,399.0,0.0,244.0,175.0,0.0,221.0,208.0,0.0,233.0,160.0,0.0,294.0,157.0,0.0,305.0,201.0,0.0,271.0,175.0,0.0,sports,522
7439,618,42,755,219,5.371819803381345,633.0,603.0,1.0,641.0,255.0,1.0,655.7681,214.5906,0.0,717.2319,46.4094,0.0,,,,,,,553.0,601.0,1.0,712.0,605.0,1.0,,,,,,,648.0,435.0,1.0,539.0,475.0,1.0,535.0,274.0,1.0,747.0,235.0,1.0,758.0,410.0,1.0,799.0,568.0,1.0,sports,439
6545,1377,236,1452,332,2.923767432611561,1421.0,539.0,1.0,1423.0,368.0,1.0,1419.4059,332.4819,0.0,1409.5941,235.5181,0.0,1322.0,807.0,1.0,1408.0,735.0,1.0,1385.0,546.0,1.0,1457.0,532.0,1.0,1457.0,719.0,1.0,1433.0,872.0,1.0,1415.0,557.0,1.0,1381.0,474.0,1.0,1394.0,366.0,1.0,1451.0,370.0,1.0,1462.0,472.0,0.0,1518.0,566.0,1.0,sports,348
8811,351,47,400,102,1.7678732986274779,378.0,219.0,1.0,389.0,114.0,0.0,385.029,102.3811,0.0,365.971,46.6189,0.0,377.0,372.0,1.0,357.0,295.0,1.0,366.0,219.0,1.0,390.0,219.0,1.0,400.0,309.0,1.0,404.0,371.0,1.0,348.0,170.0,0.0,352.0,145.0,0.0,355.0,111.0,0.0,422.0,116.0,1.0,418.0,177.0,1.0,390.0,191.0,1.0,walking,558
4011,818,154,894,249,2.919824652269379,702.0,341.0,1.0,842.0,241.0,1.0,839.743,247.368,0.0,872.257,155.632,0.0,390.0,415.0,1.0,562.0,481.0,1.0,743.0,348.0,1.0,661.0,333.0,1.0,704.0,520.0,1.0,743.0,670.0,1.0,909.0,161.0,1.0,892.0,241.0,0.0,886.0,274.0,1.0,798.0,208.0,1.0,747.0,200.0,1.0,695.0,157.0,1.0,sports,294
4374,108,398,165,470,2.203952812562011,145.0,652.0,1.0,138.0,492.0,1.0,137.4497,470.7203,0.0,135.5503,397.2797,0.0,,,,,,,177.0,644.0,1.0,112.0,660.0,1.0,,,,,,,209.0,532.0,0.0,222.0,581.0,1.0,197.0,500.0,1.0,78.0,484.0,1.0,33.0,569.0,1.0,,,,sports,321
8824,565,144,620,199,1.8667619023324855,589.0,349.0,0.0,586.0,222.0,0.0,588.5282,202.3581,0.0,596.4718,140.6419,0.0,573.0,563.0,1.0,615.0,468.0,0.0,605.0,351.0,1.0,573.0,347.0,0.0,580.0,460.0,0.0,557.0,578.0,0.0,661.0,354.0,1.0,621.0,311.0,1.0,607.0,227.0,1.0,565.0,217.0,0.0,521.0,277.0,1.0,553.0,318.0,0.0,dancing,580
8326,1250,565,1323,654,2.7626074639731217,1127.0,660.0,1.0,1226.0,588.0,0.0,1243.1147,594.0821,0.0,1329.8853,624.9179,0.0,1107.0,797.0,0.0,1119.0,800.0,1.0,1093.0,660.0,1.0,1160.0,660.0,1.0,1240.0,754.0,1.0,1237.0,826.0,1.0,1153.0,446.0,1.0,1170.0,494.0,1.0,1203.0,557.0,1.0,1249.0,619.0,0.0,1283.0,699.0,1.0,1297.0,754.0,1.0,sports,929
10681,403,101,444,156,1.6464069970696797,402.0,232.0,1.0,412.0,158.0,1.0,413.5335,154.0662,0.0,433.4665,102.9338,0.0,394.0,351.0,1.0,398.0,293.0,1.0,388.0,229.0,1.0,415.0,234.0,1.0,417.0,297.0,1.0,413.0,350.0,1.0,401.0,207.0,1.0,369.0,198.0,1.0,390.0,156.0,1.0,434.0,160.0,1.0,441.0,206.0,1.0,447.0,194.0,1.0,sports,752
1926,418,121,484,218,2.8157840826313367,456.0,446.0,1.0,442.0,243.0,1.0,445.2961,216.0818,0.0,456.7039,122.9182,0.0,399.0,657.0,1.0,397.0,565.0,1.0,428.0,447.0,1.0,484.0,444.0,1.0,482.0,567.0,1.0,469.0,674.0,1.0,391.0,394.0,1.0,370.0,323.0,1.0,376.0,248.0,1.0,508.0,237.0,1.0,527.0,325.0,1.0,540.0,400.0,1.0,sports,130
2790,936,95,999,186,2.6563132345414386,947.0,433.0,1.0,973.0,221.0,1.0,970.5178,184.6689,0.0,964.4822,96.3311,0.0,,,,873.0,575.0,1.0,907.0,429.0,1.0,987.0,437.0,1.0,988.0,593.0,1.0,,,,886.0,302.0,1.0,865.0,333.0,1.0,905.0,216.0,1.0,1041.0,225.0,1.0,1062.0,343.0,1.0,1011.0,293.0,1.0,sports,196
10666,265,413,301,458,1.3830748352854954,210.0,505.0,0.0,256.0,446.0,0.0,261.5161,443.8548,0.0,304.4839,427.1452,0.0,238.0,571.0,1.0,257.0,527.0,1.0,208.0,505.0,1.0,212.0,504.0,0.0,253.0,525.0,0.0,238.0,567.0,0.0,294.0,456.0,1.0,253.0,463.0,1.0,253.0,445.0,1.0,259.0,447.0,0.0,239.0,459.0,0.0,253.0,459.0,0.0,sports,752
6641,529,35,678,225,5.794944003180704,423.0,620.0,0.0,529.0,217.0,0.0,540.6797,203.3606,0.0,666.3203,56.6394,0.0,,,,,,,433.0,638.0,1.0,413.0,601.0,0.0,,,,,,,843.0,272.0,1.0,737.0,363.0,1.0,586.0,245.0,1.0,472.0,189.0,0.0,518.0,88.0,1.0,578.0,55.0,0.0,walking,366
6586,712,31,815,157,3.90581105533793,693.0,383.0,1.0,737.0,184.0,0.0,745.1131,156.4461,0.0,781.8869,31.5539,0.0,752.0,694.0,0.0,725.0,570.0,0.0,669.0,386.0,1.0,716.0,379.0,1.0,795.0,462.0,1.0,667.0,557.0,0.0,762.0,342.0,1.0,661.0,305.0,1.0,714.0,185.0,1.0,760.0,183.0,0.0,729.0,303.0,0.0,795.0,355.0,0.0,running,913
11186,326,138,362,179,1.309485395107559,377.0,237.0,1.0,356.0,166.0,0.0,362.5074,170.0671,0.0,325.4926,146.9329,0.0,380.0,378.0,1.0,359.0,314.0,1.0,391.0,244.0,1.0,363.0,229.0,1.0,290.0,262.0,1.0,339.0,325.0,1.0,327.0,158.0,0.0,350.0,176.0,0.0,374.0,172.0,0.0,338.0,160.0,1.0,315.0,184.0,1.0,302.0,167.0,1.0,sports,787
6549,960,208,1044,326,3.476273867231982,780.0,496.0,1.0,914.0,339.0,1.0,957.1585,303.6885,0.0,1046.8415,230.3115,0.0,928.0,857.0,1.0,909.0,662.0,1.0,812.0,504.0,1.0,747.0,487.0,1.0,743.0,687.0,1.0,651.0,848.0,1.0,870.0,593.0,0.0,911.0,482.0,1.0,957.0,374.0,1.0,870.0,304.0,1.0,788.0,355.0,1.0,735.0,456.0,0.0,sports,348
10396,494,217,531,267,1.4928308678480626,470.0,329.0,1.0,502.0,279.0,0.0,505.7075,265.9354,0.0,519.2925,218.0646,0.0,377.0,480.0,1.0,441.0,425.0,1.0,480.0,335.0,1.0,459.0,322.0,1.0,477.0,429.0,1.0,477.0,489.0,1.0,513.0,333.0,0.0,523.0,325.0,1.0,523.0,285.0,1.0,480.0,272.0,0.0,,,,,,,sports,736
77,552,111,610,170,1.9856283640198134,639.0,274.0,1.0,614.0,177.0,1.0,603.1943,165.0482,0.0,558.8057,115.9518,0.0,644.0,491.0,1.0,625.0,388.0,1.0,605.0,270.0,1.0,672.0,277.0,1.0,675.0,376.0,1.0,645.0,353.0,0.0,578.0,227.0,1.0,594.0,248.0,0.0,582.0,187.0,1.0,645.0,167.0,1.0,691.0,215.0,1.0,622.0,238.0,1.0,sports,17
10397,546,175,600,243,2.0839961612248716,596.0,360.0,1.0,592.0,254.0,0.0,586.5103,240.998,0.0,559.4897,177.002,0.0,499.0,557.0,1.0,523.0,445.0,1.0,578.0,357.0,1.0,613.0,363.0,1.0,628.0,474.0,1.0,657.0,577.0,1.0,552.0,293.0,0.0,562.0,301.0,0.0,578.0,259.0,0.0,605.0,248.0,1.0,605.0,294.0,1.0,554.0,294.0,1.0,sports,736
1897,888,296,973,408,3.374454622601999,997.0,590.0,1.0,964.0,407.0,1.0,959.7561,400.0325,0.0,901.2439,303.9675,0.0,979.0,850.0,1.0,943.0,749.0,1.0,959.0,590.0,1.0,1034.0,590.0,1.0,1020.0,747.0,1.0,1020.0,879.0,1.0,914.0,533.0,1.0,914.0,489.0,1.0,907.0,422.0,1.0,1020.0,391.0,1.0,1094.0,497.0,1.0,1087.0,564.0,1.0,sports,130
598,492,255,669,420,5.807504111061825,747.0,509.0,0.0,619.0,407.0,0.0,627.4028,422.1686,0.0,533.5972,252.8314,0.0,738.0,729.0,1.0,696.0,660.0,0.0,742.0,494.0,0.0,752.0,524.0,1.0,627.0,669.0,1.0,720.0,728.0,1.0,514.0,379.0,0.0,582.0,423.0,0.0,632.0,362.0,0.0,605.0,451.0,1.0,629.0,593.0,1.0,540.0,497.0,1.0,sports,32
10835,609,231,655,304,2.070825922186604,618.0,288.0,0.0,627.0,267.0,1.0,597.6575,264.0658,0.0,666.3425,270.9342,0.0,581.0,437.0,1.0,573.0,343.0,0.0,601.0,285.0,0.0,634.0,290.0,0.0,666.0,346.0,0.0,692.0,431.0,1.0,553.0,298.0,1.0,535.0,277.0,1.0,596.0,246.0,1.0,658.0,288.0,1.0,673.0,344.0,1.0,666.0,392.0,1.0,sports,762
6720,525,109,643,271,4.8100694381682265,637.0,659.0,1.0,595.0,330.0,1.0,590.2795,269.9215,0.0,577.7205,110.0785,0.0,,,,,,,700.0,657.0,1.0,574.0,661.0,1.0,,,,,,,791.0,367.0,0.0,822.0,439.0,1.0,719.0,309.0,1.0,470.0,350.0,1.0,468.0,541.0,1.0,450.0,580.0,0.0,sports,373
11177,457,288,490,338,1.4377983168720152,471.0,404.0,1.0,468.0,333.0,1.0,467.146,336.1055,0.0,479.854,289.8945,0.0,416.0,475.0,1.0,430.0,442.0,1.0,454.0,402.0,1.0,488.0,405.0,1.0,490.0,468.0,1.0,470.0,484.0,1.0,405.0,390.0,1.0,420.0,368.0,1.0,443.0,335.0,1.0,493.0,331.0,1.0,516.0,369.0,1.0,539.0,390.0,1.0,sports,787
7039,528,214,571,270,1.6945087783779698,500.0,391.0,0.0,541.0,278.0,0.0,543.0102,269.4861,0.0,555.9898,214.5139,0.0,487.0,564.0,1.0,494.0,494.0,1.0,503.0,391.0,1.0,497.0,390.0,0.0,479.0,467.0,1.0,438.0,527.0,1.0,643.0,296.0,1.0,592.0,295.0,1.0,542.0,277.0,1.0,539.0,278.0,0.0,585.0,292.0,0.0,628.0,295.0,0.0,dancing,853
7666,871,243,955,365,3.5549177205668214,1166.0,433.0,0.0,988.0,323.0,0.0,970.4343,318.55,0.0,855.5657,289.45,0.0,1094.0,763.0,1.0,1051.0,605.0,1.0,1164.0,434.0,0.0,1168.0,432.0,1.0,1012.0,475.0,1.0,1103.0,612.0,1.0,889.0,523.0,1.0,954.0,427.0,1.0,969.0,340.0,0.0,1007.0,306.0,1.0,1012.0,379.0,1.0,959.0,446.0,1.0,bicycling,454
4019,1563,118,1660,248,3.8928118372199805,1385.0,457.0,1.0,1549.0,268.0,1.0,1573.0656,235.2708,0.0,1649.9344,130.7292,0.0,1110.0,857.0,1.0,1310.0,665.0,1.0,1433.0,468.0,1.0,1336.0,446.0,1.0,1401.0,677.0,1.0,1418.0,903.0,1.0,1702.0,203.0,1.0,1738.0,302.0,1.0,1644.0,297.0,1.0,1454.0,239.0,1.0,1339.0,306.0,1.0,1228.0,362.0,1.0,sports,294
3989,641,238,714,330,2.8186464836868064,561.0,501.0,1.0,658.0,337.0,1.0,661.2789,328.0881,0.0,693.7211,239.9119,0.0,,,,602.0,677.0,1.0,598.0,510.0,1.0,523.0,491.0,1.0,532.0,569.0,1.0,564.0,708.0,1.0,700.0,494.0,1.0,711.0,428.0,1.0,724.0,356.0,1.0,591.0,318.0,1.0,487.0,290.0,1.0,378.0,243.0,1.0,sports,294
10819,1077,302,1188,468,4.792614317885386,835.0,568.0,0.0,1048.0,434.0,0.0,1063.4004,425.0696,0.0,1201.5996,344.9304,0.0,916.0,1066.0,1.0,969.0,798.0,1.0,822.0,559.0,1.0,848.0,577.0,0.0,919.0,795.0,0.0,835.0,974.0,1.0,1103.0,535.0,1.0,943.0,469.0,1.0,1029.0,409.0,1.0,1066.0,459.0,0.0,1082.0,640.0,1.0,1119.0,801.0,1.0,sports,762
4848,525,369,557,419,1.4247189196469596,512.0,520.0,1.0,525.0,430.0,1.0,531.3561,415.6987,0.0,550.6439,372.3013,0.0,608.0,633.0,1.0,577.0,560.0,1.0,528.0,520.0,1.0,495.0,519.0,1.0,476.0,576.0,1.0,455.0,644.0,1.0,581.0,505.0,1.0,570.0,483.0,1.0,559.0,434.0,1.0,491.0,426.0,1.0,455.0,460.0,1.0,452.0,483.0,1.0,sports,360
7016,452,192,492,256,1.811324377354868,427.0,319.0,0.0,450.0,254.0,0.0,454.1475,248.3444,0.0,489.8525,199.6556,0.0,455.0,427.0,1.0,485.0,373.0,1.0,429.0,318.0,1.0,425.0,319.0,0.0,458.0,345.0,0.0,428.0,405.0,0.0,469.0,318.0,1.0,448.0,302.0,1.0,458.0,256.0,1.0,441.0,251.0,0.0,436.0,288.0,0.0,453.0,300.0,0.0,sports,923
2791,826,146,888,237,2.6427258654654286,853.0,520.0,0.0,872.0,274.0,0.0,864.8791,234.835,0.0,849.1209,148.165,0.0,,,,861.0,665.0,0.0,829.0,517.0,0.0,877.0,522.0,1.0,881.0,665.0,1.0,,,,763.0,325.0,0.0,808.0,355.0,0.0,834.0,270.0,0.0,909.0,278.0,1.0,863.0,319.0,1.0,802.0,322.0,1.0,sports,196
8439,456,148,608,358,6.221696231736165,511.0,607.0,1.0,521.0,384.0,1.0,523.3233,356.3313,0.0,540.6767,149.6687,0.0,858.0,695.0,1.0,717.0,573.0,1.0,462.0,660.0,1.0,560.0,554.0,1.0,809.0,560.0,1.0,685.0,584.0,0.0,259.0,763.0,1.0,318.0,592.0,1.0,394.0,375.0,1.0,647.0,392.0,1.0,647.0,590.0,1.0,657.0,774.0,1.0,sports,929
2105,592,116,647,199,2.389657716075673,623.0,293.0,1.0,611.0,191.0,0.0,609.7049,196.1043,0.0,629.2951,118.8957,0.0,564.0,545.0,1.0,586.0,420.0,1.0,599.0,291.0,1.0,647.0,294.0,1.0,655.0,431.0,1.0,673.0,545.0,1.0,534.0,120.0,1.0,551.0,165.0,0.0,602.0,165.0,0.0,620.0,217.0,1.0,545.0,169.0,1.0,514.0,121.0,1.0,sports,144
